Alphabet,Eponym,Eponym_easy,Eponym_easy_yr,Topic,Disease,Eponym_strip,Who,Who_B,Surname,Region_A1,RegionOfEponym_A1,Where,Author_1_Role,Operation,WhoNamedIt,Author_1,Year,Year_str,Sex_A1,CityOfEponym_A1,Lat_A1,Long_A1,Continent_A1,CountryOfEponym_A1,CountryOfEponym_easy,ISO_country_A1,Author_2,Sex_A2,Lat_A2,Long_A2,Class,Subclass,Type_bed_scar,Type_op_cut,Type_short,Type,Type_1,ExamSpec,ExamFav,Pubmed_results,Google_results,GxP,Log2_GxP,Log10_GxP,Societies,ICD11,PMID,Ref,journal,journal_short,journal_name,Journal_Spec,History,Description,WNI_link,Ref_site,Pubmed,Wiki_link,ICD11_link,TMS_link,Manufacturer,Eponymictionary
H,"Heister, spiral valves of",Spiral valves of Heister,1721 - Spiral valves of Heister,HPB,"Gallstone Disease,",Heister,Lorenz Heister,**Lorenz Heister**,Heister,"**Helmstedt, Germany**",Helmstedt,"**Helmstedt, Germany**",Doctor_Surgeon,Cholecystectomy,Yes,Lorenz Heister,1721,**1721**,M,Helmstedt,52.228881,11.008682,Europe,Germany,Germany,DEU,,,,,Upper GI,Biliary,1,1,Anatomy,Anatomy,Abdomen,,,12,18000,216000,17.72067179,5.334453751,,No,,,,,,,,,,,,https://en.wikipedia.org/wiki/Spiral_valves_of_Heister,,,,
H,Heller cardiomyotomy,Heller cardiomyotomy,1914 - Heller cardiomyotomy,Oesophagogastric,"Achalasia,Dysphagia",Heller,Ernst Heller,**Ernst Heller**,Heller,"**Leipzig, Germany**",Leipzig,"**Leipzig, Germany**",Doctor_Surgeon,Achalasia surgery,No,Ernst Heller,1914,**1914**,M,Leipzig,51.3387758,12.3778663,Europe,Germany,Germany,DEU,,,,,Oesophagogastric,Stomach,1,1,Operations,Operations,Abdomen,"Oesophagogastric,All Specialties",Yes,895,233000,208535000,27.6357143,8.319178956,,No,,Heller E. **Extramuköse cardiaplastik bein chronischen Cardiospasmus mit dilatation des Oesophagus**. _Mitt Grenzgeb Med Chir_. 1913; 27: 141-149,Mitt Grenzgeb Med Chir ,Mitt Grenzgeb Med Chir ,_Journal_: **Mitt Grenzgeb Med Chir**,"Oesophagogastric,All",Heller E. Extramukose Cardiaplastik beim chronischen Cardiospasmus mit Dilatation des Oesophagus. Mitt GrenzgebMed Chir. :27141–27149. (Ger),,,,,https://en.wikipedia.org/wiki/Heller_myotomy,,,,
H,Hesselbach's triangle,Hesselbach's triangle,1806 - Hesselbach's triangle,Hernia,"Hernia,Inguinal Hernia,",Hesselbach,Franz Kaspar Hesselbach,**Franz Kaspar Hesselbach**,Hesselbach,Barvaria,Würzburg,"**Würzburg, Barvaria, Germany**",Doctor_Surgeon,"Inguinal hernia repair - Open,Laparoscopic groin hernia repair",Yes,Franz Kaspar Hesselbach,1806,**1806**,M,Würzburg,49.80132,9.956736,Europe,Germany,Germany,DEU,,,,,Hernia,Inguinal,1,1,Anatomy,Anatomy,Groin,"Hernia,General Surgery,All Specialties",Yes,24,53100,1274400,20.28138674,6.105305763,,No,,,,,,"Hernia,General Surgery,All","Medial border: Lasteral margin og the rectus sheath, called linea semilunaris. Superolateral border….Inferior border",Also known as the inguinal triangle,https://www.whonamedit.com/synd.cfm/3216.html,,,https://en.wikipedia.org/wiki/Inguinal_triangle,,,,
H,Hickman line,Hickman line,1979 - Hickman line,"General Surgery,Anaesthetics",Cancer - All,Hickman,Robert Othello Hickman,**Robert Othello Hickman**,Hickman,Washington,Washington,"**Seattle, Washington, USA**",Doctor_Physician,,No,Robert Othello Hickman,1979,**1979**,M,Seattle,47.62716,-122.33117,North America,USA,USA,USA,,,,,Vascular,Veins,1,1,Instruments,Instruments,,,No,77,42100,3241700,21.62831915,6.510772821,,No,,"Hickman RO, Buckner CD, Clift RA, Sanders JE, Stewart P, Thomas ED. **A modified right atrial catheter for access to the venous system in marrow transplant recipients**. _Surg Gynecol Obstet_. 1979; 148(6): 871-875",,,,,,,,,,https://en.wikipedia.org/wiki/Hickman_line,,,,
H,Hill repair,Hill repair,1967 - Hill repair,Oesophagogastric,"GORD,GERD,Reflux",Hill,Lucius D Hill,**Lucius D Hill**,Hill,Washington,Seattle,"**Seattle, Washington, USA**",Doctor_Surgeon,Antireflux surgery,No,Lucius D Hill,1967,**1967**,M,Seattle,47.609839,-122.328672,North America,USA,USA,USA,,,,,Oesophagogastric,Stomach,1,1,Operations,Operations,,,,39,42600,1661400,20.66396803,6.220474206,,No,,Hill LD. **An effective operation for hiatal hernia: an eight year appraisal**. _Ann Surg_. 1967; 166(4): 681-692,"Ann Surg,Annals of Surgery",Ann Surg,_Journal_: **Annals of Surgery** (Ann Surg),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1477443/pdf/annsurg00442-0173.pdf,https://pubmed.ncbi.nlm.nih.gov/6061546/,https://en.wikipedia.org/wiki/Hill_repair,,,,
H,Hinchey classification,Hinchey classification,1978 - Hinchey classification,"Colorectal,Emergency Surgery","Abdominal Pain,Sepsis,",Hinchey,Edward John Hinchey,**Edward John Hinchey**,Hinchey,"**Montreal, Canada**",Montreal,"**Montreal, Canada**",Doctor_Surgeon,Colectomy,No,Edward John Hinchey,1978,**1978**,M,Montreal,45.4973,-73.5885,North America,Canada,Canada,CAN,,,,,Colorectal,Colon,1,1,Scores,Scores,,"General Surgery,Colorectal,All Specialties",Yes,63,8820,555660,19.08384286,5.744809135,,No,735943,"Hinchey EJ, Schaal PG, Richards GK. **Treatment of Perforated Diverticular Disease of the Colon**. _Adv Surg_. 1978; 12: 85-109","Adv Surg,Advances in Surgery",Adv Surg,_Journal_: **Advances in Surgery** (Adv Surg),"General Surgery,Colorectal,All",,,,,https://pubmed.ncbi.nlm.nih.gov/735943/,https://en.wikipedia.org/wiki/Hinchey_Classification,,,,
H,Hirschsprung's disease,Hirschsprung's disease,1886 - Hirschsprung's disease,"Colorectal,Paediatrics",Hirschsprung's Disease,Hirschsprung's,Harald Hirschsprung,**Harald Hirschsprung**,Hirschsprung,"**Copenhagen, Denmark**",Copenhagen,"**Copenhagen, Denmark**",Doctor_Physician,Colectomy,Yes,Harald Hirschsprung,1886,**1886**,M,Copenhagen,55.6917,12.57752,Europe,Denmark,Denmark,DNK,,,,,Colorectal,Colon,1,1,Pathology,Pathology,,"Colorectal,Paediatrics,All Specialties",Yes,3712,391000,1451392000,30.43479008,9.161784725,,Yes,,Hirschsprung H. **Stuhlträgheit neugeborener in folge von dilatation und hypertrophie des colons**. _Jahrb f Kinderh_. 1888; 27: 1-7,"Jahrb f Kinderh,Jahrbuch für Kinderheilkunde und physische Erziehung",Jahrb f Kinderh,_Journal_: **Jahrbuch für Kinderheilkunde und physische Erziehung** (Jahrb f Kinderh),"Colorectal,Paediatrics,All",,,https://www.whonamedit.com/synd.cfm/1163.html,,,https://en.wikipedia.org/wiki/Hirschsprung%27s_disease,https://icd.who.int/browse11/l-m/en#/http://id.who.int/icd/entity/1772690306,,,
H,"His, angle of",Angle of His,1906 - Angle of His,"Oesophagogastric,Bariatrics",,His,Wilhelm His Jr.,**Wilhelm His Jr.**,His,"**Berlin, Germany**",Berlin,"**Berlin, Germany**",Doctor_Physician,"Oesophagectomy,Esophagectomy,Antireflux surgery,Bariatric surgery,Gastrectomy,Achalasia surgery",No,Wilhelm His Jr.,1906,**1906**,M,Berlin,52.5181,13.3935,Europe,Germany,Germany,DEU,,,,,Oesophagogastric,Stomach,1,1,Anatomy,Anatomy,Abdomen,"Oesophagogastric,All Specialties",Yes,13030,1120000,14593600000,33.76461677,10.16416244,,No,,,,,,"Oesophagogastric,All",,,,,,https://en.wikipedia.org/wiki/Angle_of_His,,,,
H,Hjortsjö's crook,Hjortsjö's crook,1951 - Hjortsjö's crook,HPB,,Hjortsjö,CH Hjortsjö,**CH Hjortsjö**,Hjortsjö,"**Lund, Sweden**",Lund,"**Lund, Sweden**",Doctor_Anatomist,Liver surgery,No,CH Hjortsjö,1951,**1951**,M,Lund,55.71113,13.20178,Europe,Sweden,Sweden,CHE,,,,,Liver,Liver,1,1,Anatomy,Anatomy,Abdomen,,No,1,390,390,8.607330314,2.591064607,,No,,Hjortsjo CH. **The topography of the intrahepatic duct systems**. _Acta Anat (Basel)_. 1951; 11(4): 599-615,"Acta Anatomica,Acta Anat",Acta Anat,_Journal_: **Acta Anatomica** (Acta Anat),,,,,,,,,,,
H,Hodgkin's lymphoma,Hodgkin's lymphoma,1832 - Hodgkin's lymphoma,General Surgery,"Lymphoma,Cancer - All,Hodgkin's Lymphoma",Hodgkin,Thomas Hodgkin,**Thomas Hodgkin**,Hodgkin,England,London,"**London, England, UK**",Doctor_Pathologist,,Yes,Thomas Hodgkin,1832,**1832**,M,London,51.5031,-0.087,Europe,UK,UK,GBR,,,,,General,General,1,1,Pathology,Pathology,,"General Surgery,All Specialties",Yes,47843,8070000,3.86E+11,38.49015748,11.58669194,,Yes,,,Med Chir Trans,,,"General Surgery,All",,,https://www.whonamedit.com/synd.cfm/1568.html,,https://pubmed.ncbi.nlm.nih.gov/20895597/,https://en.wikipedia.org/wiki/Hodgkin_lymphoma,,,,
H,Horner's syndrome,Horner's syndrome,1869 - Horner's syndrome,"Trauma,Neurosurgery",Trauma,Horner,Johann Friedrich Horner,**Johann Friedrich Horner**,Horner,"**Zürich, Switzerland**",Zürich,"**Zürich, Switzerland**",,,Yes,Johann Friedrich Horner,1869,**1869**,M,Zürich,47.37428,8.55116,Europe,Switzerland,Switzerland,CHE,,,,,,,1,1,Syndromes,Syndromes,Eyes,"All Specialties,Trauma,Neurosurgery",Yes,3192,495000,1580040000,30.55731394,9.198668082,,Yes,,Horner JF. **Über eine form von ptosis**.  _Klin Monatsbl Augenheilk_. 1869; 7: 193-198,,,,,,,https://www.whonamedit.com/synd.cfm/1056.html,,,https://en.wikipedia.org/wiki/Horner%27s_syndrome#cite_note-8,https://icd.who.int/browse11/l-m/en#/http://id.who.int/icd/entity/178756462,,,
H,Howell-Jolly body,Howell-Jolly body,1905 - Howell-Jolly body,,"Asplenia,Anaemia",Howell-Jolly,William Henry Howell & Justin Marie Jolly,**William Henry Howell** & **Justin Marie Jolly**,Howell-Jolly,Île-de-France,Paris,"**Paris, France**",,Splenectomy,Yes,William Henry Howell,1905,**1905**,M,Paris,48.854665,2.348808,Europe,France,France,FRA,Justin Marie Jolly,,,,HPB,Spleen,1,1,Pathology,Pathology,Abdomen,"HPB,Trauma,All Specialties",Yes,247,61000,15067000,23.84488885,7.178026788,,No,,,,,,,,,https://www.whonamedit.com/synd.cfm/1596.html,,,https://en.wikipedia.org/wiki/Howell–Jolly_body,,,,
H,Hudson mask,Hudson mask,1956 - Hudson mask,Anaesthetics,"Hypoxia,Respiratory Failure,",Hudson,Charles H Hudson,**Charles H Hudson**,Hudson,California,California,"**Los Angeles, California, USA**",,Anaesthesia,,Charles H Hudson,1956,**1956**,M,Los Angeles,34.10839,-118.27188,North America,USA,USA,USA,,,,,Airway,Airway,1,1,Instruments,Instruments,Airway,"Anaesthetics,All Specialties",Yes,32,14500,464000,18.82376528,5.666517981,,No,,,,,,,,,,,,,,,,
I,Imrie score,Imrie score,1984 - Imrie score,"Emergency Surgery,General Surgery,HPB","Acute Pancreatitis,Abdominal Pain,",Imrie,Clem W Imrie,**Clem W Imrie**,Imrie,Glasgow,Glasgow,"**Glasgow, Scotland, UK**",Doctor_Surgeon,,No,Clem W Imrie,1984,**1984**,M,Glasgow,55.86468,-4.23359,Europe,UK,UK,GBR,,,,,General,Pancreas,1,1,Scores,Scores,Abdomen,"HPB,General Surgery,All Specialties",Yes,23,5140,118220,16.8511146,5.072690955,,No,,"Blamey SL, Imrie CW, O'Neill J, Gilmour WH, Carter DC. **Prognostic factors in acute pancreatitis**. _Gut_. 1984; 25(12): 1340-1346","Gut,",Gut,_Journal_: **Gut**,,,,,,,,,,,
I,Ishikawa classification,Ishikawa classification,1992 - Ishikawa classification,HPB,,Ishikawa,Osamu Ishikawa,**Osamu Ishikawa**,Ishikawa,Osaka,Osaka,"**Osaka, Japan**",Doctor_Surgeon,Pancreatic surgery,No,Osamu Ishikawa,1992,**1992**,M,Osaka,34.64656,135.509,Asia,Japan,Japan,JPN,,,,,Pancreas,Pancreas,1,1,Scores,Scores,Abdomen,,No,1,347,347,8.438791853,2.540329475,,No,,"Ishikawa O, Ohigashi H, Imaoka S et al. **Preoperative indications for extended pancreatectomy for locally advanced pancreas cancer involving the portal vein**. _Ann Surg_. 1992; 215(3): 231-236","Ann Surg,Annals of Surgery,",Ann Surg,_Journal_: **Annals of Surgery** (Ann Surg),"HPB,All",,,,,https://pubmed.ncbi.nlm.nih.gov/1543394/,,,,,
I,Ivor Lewis oesophagectomy,Ivor Lewis oesophagectomy,1946 - Ivor Lewis oesophagectomy,Oesophagogastric,"Cancer - All,Oesophageal Cancer,Dysphagia","""Ivor Lewis""",Ivor Lewis,**Ivor Lewis**,Lewis,England,London,"**London, England, UK**",Doctor_Surgeon,"Oesophagectomy,Esophagectomy,Endoscopy",No,Ivor Lewis,1946,**1946**,M,London,51.6128,-0.07379,Europe,UK,UK,GBR,,,,,Oesophagogastric,Operation,1,Incisions,Operations,Operations,,"Oesophagogastric,All Specialties",Yes,717,82000,58794000,25.8091656,7.769333008,FRCS(Eng),No,,Lewis I. **The surgical treatment of carcinoma of the oesophagus; with special reference to a new operation for growths of the middle third**. _Br J Surg_. 1946; 34: 18-31,"Br J Surg,BJS,British Journal of Surgery",BJS,"_Journal_: **British Journal of Surgery** (BJS, Br J Surg)","Oesophagogastric,All",,"<p style=""text-align:justify""> Below is Lewis' description of a 2 stage oesophagectomy for cancers of the middle third, performed by entering the upper abdomen to mobilise the stomach and site a feeding jejunostomy, before dissection and resection of the oesophagus and formation of the anastomosis via the right chest, using a transpleural approach:</p><p style=""text-align:justify""> Stage 1. <p style=""text-align:justify; text-indent: 40px""> An upper left paramedian laparotomy is done. The abdomen is carefully explored. If there are no metastases the greater curvature of the stomach is freed in its upper half. The vasa brevia, left gastro-epiploic artery, and the omentum are divided well away from the stomach, leaving a vascular arch attached to the greater curve. The gastro-hepatic omentum is then divided, again well away from the lesser curve, and the left gastric artery is tied and divided near its origin. To reduce inflammatory reaction and adhesions, fine silk should be used throughout and the most careful haemostasis secured. Finally, a loop of gut about a foot down the jejunum is chosen and a size 10 catheter inserted by Witzel’s method. This is brought out, surrounded by omentum, through the lower end of the wound. (If there are metastases present, all that is done is a Janeway gastrostomy). For the 10 or 15 days after surgery, every effort is made to improve the patient’s nutrition by a high-carbohydrate, high-protein diet, with extra vitamins. The jejunostomy makes this possible.</p> <p>Stage 2.</p> <p style=""text-align:justify; text-indent: 40px"">With the patient in the left lateral position, and a sandbag under the chest, the whole of the right 6th rib from the neck to its cartilage is removed, and the chest entered through its bed. If after careful examination the growth seems removable, the lung is packed forward and the vena azygos major divided between ligatures. The mediastinal pleura is then incised and just above and below the growth pieces of tape are passed round the gullet to be used as ‘guy-ropes’. The involved segment, together with any glands, is then slowly dissected free. Care must be taken to avoid opening the left pleura - a serious complication. There is no need to paralyse the phrenic nerve. The lower end of the osesophagus is gradually freed by retracting the diaphragm, dividing the branches of the vagi, and keeping it on the stretch with sponge-holders. The part in the oesophageal hiatus is then freed with the index finger. A specially devised sickle-shaped retractor is now insinuated into the hiatus. This instrument not only retracts and stretches the hiatus with its tapering end, but holds the diaphragm and underlying liver out of the way. As soon as the cardia is drawn up through the hiatus, the peritoneum is opened and then severed all round the circumference. By steadily drawing on the cardia, the fundus and eventually the body of the stomach are brought up into the pleura. Adhesions of varying strength will have formed in the interval since the first operation - they are separated. When the stomach is sufficiently mobilized so that the fundus reaches well above the growth, the esophagus with a wedge of cardia is severed and the gap sutured and invaginated. If any enlarged glands have now become evident along the upper part of the lesser omentum it is probably safe to extend the excision to include part of the lesser curvature, and still leave the fundus viable - the vascularity of the stomach is remarkable.</p> <p style=""text-align:justify; text-indent: 40px""> The next step of the operation is to prepare a gastric bed on which the oesophagus will lie. The upper end of the stomach is fixed in the angle between the vertebral bodies and mediastinum. Five or six interrupted silk sutures are placed along each edge- posteriorly fixing the stomach to the anterior spinal ligaments and anteriorly to the anterior cut edge of mediastinal pleura. The oesophagus is then laid upon the stomach and the posterior layer of interrupted sutures is put in before cutting off the growth. A transverse incision is made in the stomach. Three points about this: (a) It should be on the short side - it can easily be lengthened, but once too long it will make for a faulty joint; (b) Any bleeding points should be tied before proceeding-the time will be amply repaid by a clean field and accurate suturing; (c) Keep a small sucker with a hooked point just inside the stomach incision.</p> <p style=""text-align:justify; text-indent: 40px"">The through-and-through layer also should be done with a fine needle, fine silk, close interrupted sutures carefully including the oesophageal mucosa in every suture. All knots are placed on the inside. The anterior sero-muscular sutures are then placed. Finally, if it can be done easily, the stomach edges or omental fringes are folded over in front of the anastomosis and lightly sutured. The enlarged hiatus does not need stitching up; it is only about the circumference of a wrist ; three or four sutures are, however, placed between the stomach and its rim to prevent small gut passing through. 60,000 units of powdered penicillin is sprinkled around the anastomosis. A No. 14 catheter is placed alongside the anastomosis, with a second hole cut lower down to lie just inside the pleura. This is brought out through the 9th intercostal space laterally, to drain under water. The chest wall is sutured in layers.</p> <p> Lewis I. The surgial treatment of carcinoma of the oesophagus; with special reference to a new operation for growths of the middle third. Br J Surg. 1946; 34: 18-31",,,https://pubmed.ncbi.nlm.nih.gov/20994128/,,,,,
J,Jaboulay pyloroplasty,Jaboulay pyloroplasty,1892 - Jaboulay pyloroplasty,Oesophagogastric,"Peptic Ulcer Disease,Gastric Outlet Obstruction,",Jaboulay,Mathieu Jaboulay,**Mathieu Jaboulay**,Jaboulay,Lyon,Lyon,"**Lyon, France**",Doctor_Surgeon,,Yes,Mathieu Jaboulay,1892,**1892**,M,Lyon,45.75948,4.83673,Europe,France,France,FRA,,,,,Oesophagogastric,Gastric,1,1,Operations,Operations,Abdomen,,No,4,1570,6280,12.61654884,3.797959644,,No,,"Jaboulay M. **La gastro-enterostomie, la jejuno-duodenostomie, la resection du pylore**. _Arch Prov Chir (Paris)_. 1892; 1: 551-554",,,,,,side-to-side antroduodenostomy,https://www.whonamedit.com/synd.cfm/3766.html,,,https://en.wikipedia.org/wiki/Pyloroplasty,,,,
J,Jackson-Pratt drain,Jackson-Pratt drain,1971 - Jackson-Pratt drain,"General Surgery,Neurosurgery",,Jackson-Pratt,Fredrick E Jackson & Richard A Pratt,**Fredrick E Jackson** & **Richard A Pratt**,Jackson-Pratt,California,California,"**Camp Pendleton North, California, USA**",Doctor_Surgeon,,No,Fredrick E Jackson,1971,**1971**,M,Camp Pendleton North,33.34108,-117.32863,North America,USA,USA,USA,,,,,,,1,1,Instruments,Instruments,,,No,63,34000,2142000,21.03052705,6.330819466,,No,,"Jackson FE, Pratt RA 3rd. **Technical report: a silicone rubber suction drain for drainage of subdural hematomas**. _Surgery_. 1971; 70(4): 578-579",,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/5099446/,https://en.wikipedia.org/wiki/Jackson-Pratt_drain,,,,
J,Jadad scale,Jadad scale,1996 - Jadad scale,Academic,,Jadad,Alejandro R Jadad Bechara,**Alejandro R Jadad Bechara**,Jadad,Oxford,Oxford,"**Oxford, England, UK**",Doctor_Physician,,No,Alejandro R Jadad Bechara,1996,**1996**,M,Oxford,51.75124,-1.21464,Europe,UK,UK,GBR,,,,,General,General,1,1,Scores,Scores,,"Academic,All Specialties",Yes,760,98500,74860000,26.15769171,7.874249823,,No,,"Jadad AR, Moore RA, Carroll D, et al. **Assessing the quality of reports of radomized clinical trials: is blinding necessary?**. _Control Clin Trials_. 1996; 17(1): 1-12",,,,,,,,,,https://en.wikipedia.org/wiki/Jadad_scale,,,,
J,Jefferson fracture,Jefferson fracture,1919 - Jefferson fracture,"Orthopaedics,Neurosurgery,Trauma","Trauma,Fracture,Spinal Cord Injury,",Jefferson,Geoffrey Jefferson,**Geoffrey Jefferson**,Jefferson,England,Manchester,"**Manchester, England, UK**",Doctor_Surgeon,,Yes,Geoffrey Jefferson,1919,**1919**,M,Manchester,53.48352,-2.26453,Europe,UK,UK,GBR,,,,,Spine,Cervical,1,1,Pathology,Pathology,Neck,"All Specialties,Trauma,Neurosurgery,Orthopaedics",Yes,121,30700,3714700,21.82481427,6.569923746,,No,,"Jefferson G. **Fracture of the atlas vertebra. Report of four cases, and a review of those previously recorded**. _Br J Surg_. 1919; 7: 407-422","Br J Surg,BJS,British Journal of Surgery",BJS,"_Journal_: **British Journal of Surgery** (BJS, Br J Surg)","All Specialties,Neurosurgery,Trauma,Orthopaedics",,,https://www.whonamedit.com/synd.cfm/1091.html,https://bjssjournals.onlinelibrary.wiley.com/doi/abs/10.1002/bjs.1800072713,,,,,,
J,Joll's retractor,Joll's retractor,1935 approx. - Joll's retractor,"Endocrine,ENT",,Joll,Cecil Augustus Joll,**Cecil Augustus Joll**,Joll,England,London,"**London, England, UK**",Doctor_Surgeon,"Thyroid / Parathyroid surgery,Thyroidectomy,Parathyroidectomy",No,Cecil Augustus Joll,1935,**1935** approximately,M,London,51.553188,-0.165951,Europe,UK,UK,GBR,,,,,Theatre,Instruments,1,1,Instruments,Instruments,,,,1,1800,1800,10.81378119,3.255272505,,No,,,,,,,,"<p style=""text-align:justify""> The self-retaining Joll's retractor was designed for superficial soft tissue retraction during in thyroid / parathyroid surgery. </p>",,,,,,,,
J,Joll's triangle,Joll's triangle,1938 - Joll's triangle,"Endocrine,ENT",,Joll,Cecil Augustus Joll,**Cecil Augustus Joll**,Joll,England,London,"**London, England, UK**",Doctor_Surgeon,"Thyroid / Parathyroid surgery,",No,Cecil Augustus Joll,1938,**1938**,M,London,51.553182,-0.165954,Europe,UK,UK,GBR,,,,,(Para)thyroid,Endocrine,1,1,Anatomy,Anatomy,Neck,,,1,817,817,9.674192268,2.912222057,,No,,,,,,,,"The sternothyroid-laryngeal triangle, or Joll's triangle, contains the <span style=""color:black;font-weight:bold;"">external branch of the superior laryngeal nerve</span>. <br><br>Joll's triangle comprises the following borders:<br>1) <span style=""color:black;font-weight:bold;"">Attachments of the strap muscles & fascia to the hyoid bone</span> (superior / top)<br>2) <span style=""color:black;font-weight:bold;"">Midline</span> (medial)<br>3) <span style=""color:black;font-weight:bold;"">Superior thyroid vessels and the upper thyroid pole</span> (infero-lateral)<br><br> CA Joll & RCB Ledlie. Aids to Surgery. 6th Edition, 1938.",,,,,,,,
K,Kaplan-Meier curve,Kaplan-Meier curve,1958 - Kaplan-Meier curve,Academic,,Kaplan-Meier,Edward Lynn Kaplan and Paul Meier,**Edward Lynn Kaplan** and **Paul Meier**,Kaplan-Meier,"**Livermore, California, USA** (Kaplan) & **Chicago, USA** (Meier)",California,"**Livermore, California, USA (ELK)** and **Chicago, USA (PM)**",Mathematician,,No,Edward Lynn Kaplan,1958,**1958**,M,Livermore,37.679827,-121.70557,North America,USA,USA,USA,Paul Meier,,,,,,1,1,Statistics,Statistics,,"Academic,All Specialties",Yes,123713,7770000,9.61E+11,39.80612075,11.98283636,,No,,,"JASA,Journal of the American Stastistical Association",JASA,_Journal_: **Journal of the American Stastistical Association* (JASA),Academic,,,,https://www.tandfonline.com/doi/abs/10.1080/01621459.1958.10501452,,,,,,
K,Karnofsky performance scale,Karnofsky performance scale,1948 - Karnofsky performance scale,Academic,Cancer - All,Karnofsky,David A Karnofsky,**David A Karnofsky**,Karnofsky,"**Manhattan, New York, USA** (Memorial Hospital which has since become known as Memorial Sloan Kettering Cancer Center)",New York,"**Manhattan, New York, USA** (Memorial Hospital which has since become known as Memorial Sloan Kettering Cancer Center)",Doctor_Physician,,Yes,David A Karnofsky,1948,**1948**,M,New York,40.764096,-73.956842,North America,USA,USA,USA,,,,,,,1,1,Scores,Scores,,,,7162,723000,5178126000,32.26978292,9.714172614,,No,,"Karnofsky DA, Abelmann WH, Craver LF, Burchenal JH. **The use of the nitrogen mustards in the palliative treatment of carcinoma. With particular reference to bronchogenic carcinoma**. _Cancer_. 1948; 1(4): 634-656",Cancer,Cancer,_Journal_: **Cancer**,,https://acsjournals.onlinelibrary.wiley.com/doi/epdf/10.1002/1097-0142%28194811%291%3A4%3C634%3A%3AAID-CNCR2820010410%3E3.0.CO%3B2-L,,https://www.whonamedit.com/synd.cfm/3286.html,,,https://en.wikipedia.org/wiki/Performance_status#cite_note-1,,,,
K,Kartagener syndrome,Kartagener syndrome,1933 - Kartagener syndrome,Transplant,Respiratory Failure,Kartagener,Manes Kartagener,**Manes Kartagener**,Kartagener,Zürich,Zürich,"**Zürich, Switzerland**",Doctor_Physician,,Yes,Manes Kartagener,1933,**1933**,M,Zürich,47.376667,8.549722,Europe,Switzerland,Switzerland,CHE,,,,,Thoracic,Lungs,1,1,Pathology,Pathology,Chest,"Cardiothoracics,Transplant,ENT,Gynaecology,General Surgery,All Specialties",Yes,1547,141000,218127000,27.70059312,8.338709426,,No,,Kartagener M. **Zur pathogenese der bronchiektasien** _Beiträge zur Klinik der Tuberkulose_. 1933; 83: 489-501,,,,,,,https://www.whonamedit.com/synd.cfm/880.html,,,https://en.wikipedia.org/wiki/Primary_ciliary_dyskinesia,,,,
K,Karydakis procedure,Karydakis procedure,1973 - Karydakis procedure,"Colorectal,General Surgery",Pilonidal Disease,Karydakis,George E Karydakis,**George E Karydakis**,Karydakis,"**Athens, Greece**",Athens,"**Athens, Greece**",Doctor_Surgeon,Pilonidal surgery,,George E Karydakis,1973,**1973**,M,Athens,37.97851,23.75373,Europe,Greece,Greece,GRC,,,,,Pilonidal,Pilonidal,1,1,Operations,Operations,Natal cleft,,No,49,11900,583100,19.1533838,5.765743041,,No,,Karydakis GE. **New approach to the problem of pilonidal sinus**. _Lancet_. 1973; 2(7843): 1414-1415,"Lancet,The Lancet",Lancet,_Journal_: **The Lancet**,,,,,,https://pubmed.ncbi.nlm.nih.gov/4128725/,,,,,
K,Kasai procedure,Kasai procedure,1951 - Kasai procedure,HPB,"Biliary Atresia,Jaundice",Kasai,Morio Kasai,**Morio Kasai**,Kasai,Sendai,Sendai,"**Sendai, Japan**",Doctor_Surgeon,,No,Morio Kasai,1951,**1951**,M,Sendai,38.25365,140.87441,Asia,Japan,Japan,JPN,,,,,,Liver,1,1,Operations,Operations,Abdomen,,No,575,95500,54912500,25.71063126,7.739671216,,No,,,,,,,,,,,,https://en.wikipedia.org/wiki/Hepatoportoenterostomy,,,,
